month,quarter,region,channel,category,campaign,orders,revenue_ngn,cost_ngn,gross_profit_ngn,marketing_spend_ngn,returns,support_tickets,new_customers,repeat_customers,churned_customers,fulfillment_delay_hours,stockout_risk_pct,customer_satisfaction,data_quality_flags
2025-05,2025 Q2,Kano,Marketplace,Beauty,Style Drop,188,5486592,3401687,2084905,406008,5,15,74,58,5,21.1,0.0694,4.32,38
2025-05,2025 Q2,Kano,Marketplace,Fashion,Style Drop,280,9748480,6589972,3158508,721388,29,23,112,83,13,21.5,0.1172,3.91,38
2025-05,2025 Q2,Kano,Marketplace,Grocery,Always On,315,5967360,4929039,1038321,369976,7,26,123,98,8,21.2,0.0842,4.32,38
2025-05,2025 Q2,Kano,Marketplace,Business Supplies,Always On,193,12648448,9283961,3364487,784204,7,16,76,59,5,21.4,0.1047,4.22,38
2025-05,2025 Q2,Kano,Partner,Electronics,Always On,234,20606976,15764337,4842639,1277633,16,18,76,91,8,21.9,0.1536,3.98,32
2025-05,2025 Q2,Kano,Partner,Home & Living,Always On,187,9957376,6920376,3037000,617357,8,12,60,74,5,21.4,0.0990,4.22,32
2025-05,2025 Q2,Kano,Partner,Beauty,Style Drop,156,4552704,2786255,1766449,336900,4,10,50,62,3,21.1,0.0694,4.36,32
2025-05,2025 Q2,Kano,Partner,Fashion,Style Drop,232,8077312,5395644,2681668,597721,22,15,77,89,9,21.5,0.1172,3.97,32
2025-05,2025 Q2,Kano,Partner,Grocery,Always On,261,4944384,4044506,899878,306552,5,17,83,104,5,21.2,0.0842,4.35,32
2025-05,2025 Q2,Kano,Partner,Business Supplies,Always On,160,10485760,7612662,2873098,650117,5,10,51,63,4,21.4,0.1047,4.25,32
2025-06,2025 Q2,Lagos,Store,Electronics,Payday Push,942,83442360,63499636,19942724,6174735,66,69,278,402,31,17.6,0.1057,4.09,21
2025-06,2025 Q2,Lagos,Store,Home & Living,Payday Push,754,40384240,27905510,12478730,2988434,33,45,219,326,19,17.2,0.0681,4.30,21
2025-06,2025 Q2,Lagos,Store,Beauty,Payday Push,581,17055255,10369595,6685660,1262089,16,34,167,253,13,17.0,0.0478,4.42,21
2025-06,2025 Q2,Lagos,Store,Fashion,Payday Push,864,30257280,20090834,10166446,2239039,82,51,258,365,33,17.3,0.0807,4.06,21
2025-06,2025 Q2,Lagos,Store,Grocery,Payday Push,1053,20064915,16332841,3732074,1484804,23,63,302,461,22,17.1,0.0579,4.42,21
2025-06,2025 Q2,Lagos,Store,Business Supplies,Payday Push,644,42452480,30650691,11801789,3141484,22,38,186,280,15,17.2,0.0720,4.33,21
2025-06,2025 Q2,Lagos,Web,Electronics,Payday Push,843,74672940,56826107,17846833,5525798,59,74,298,300,30,17.6,0.1057,4.07,21
2025-06,2025 Q2,Lagos,Web,Home & Living,Payday Push,674,36099440,24944713,11154727,2671359,30,49,236,243,20,17.2,0.0681,4.28,21
2025-06,2025 Q2,Lagos,Web,Beauty,Payday Push,520,15264600,9280877,5983723,1129580,14,38,181,189,13,17.0,0.0478,4.40,21
2025-06,2025 Q2,Lagos,Web,Fashion,Payday Push,773,27070460,17974785,9095675,2003214,74,57,277,271,32,17.3,0.0807,4.05,21
2025-06,2025 Q2,Lagos,Web,Grocery,Payday Push,942,17949810,14611145,3338665,1328286,20,69,326,344,22,17.1,0.0579,4.40,21
2025-06,2025 Q2,Lagos,Web,Business Supplies,Payday Push,576,37969920,27414282,10555638,2809774,20,42,200,209,15,17.2,0.0720,4.31,21
2025-06,2025 Q2,Lagos,Marketplace,Electronics,Payday Push,678,60057240,46184018,13873222,4444236,52,65,266,209,27,17.6,0.1057,4.03,25
2025-06,2025 Q2,Lagos,Marketplace,Home & Living,Payday Push,542,29029520,20291634,8737886,2148184,26,44,210,170,17,17.2,0.0681,4.25,25
2025-06,2025 Q2,Lagos,Marketplace,Beauty,Payday Push,418,12270390,7558560,4711830,908009,12,34,161,132,11,17.0,0.0478,4.37,25
2025-06,2025 Q2,Lagos,Marketplace,Fashion,Payday Push,621,21747420,14614266,7133154,1609309,65,51,247,188,29,17.3,0.0807,3.99,25
2025-06,2025 Q2,Lagos,Marketplace,Grocery,Payday Push,757,14424635,11857050,2567585,1067423,18,62,291,241,20,17.1,0.0579,4.38,25
2025-06,2025 Q2,Lagos,Marketplace,Business Supplies,Payday Push,463,30520960,22280301,8240659,2258551,17,38,179,146,13,17.2,0.0720,4.29,25
2025-06,2025 Q2,Lagos,Partner,Electronics,Payday Push,562,49781960,37884072,11897888,3683865,39,45,181,222,19,17.6,0.1057,4.08,21
2025-06,2025 Q2,Lagos,Partner,Home & Living,Payday Push,449,24048440,16617472,7430968,1779585,20,30,143,179,12,17.2,0.0681,4.29,21
2025-06,2025 Q2,Lagos,Partner,Beauty,Payday Push,346,10156830,6175353,3981477,751605,9,23,109,139,8,17.0,0.0478,4.41,21
2025-06,2025 Q2,Lagos,Partner,Fashion,Payday Push,515,18035300,11975439,6059861,1334612,49,34,168,200,21,17.3,0.0807,4.06,21
2025-06,2025 Q2,Lagos,Partner,Grocery,Payday Push,628,11966540,9740764,2225776,885524,13,42,197,254,13,17.1,0.0579,4.41,21
2025-06,2025 Q2,Lagos,Partner,Business Supplies,Payday Push,384,25313280,18276188,7037092,1873183,13,25,121,154,9,17.2,0.0720,4.32,21
2025-06,2025 Q2,Abuja,Store,Electronics,Payday Push,717,63511860,48586573,14925287,4699878,50,53,212,306,23,18.4,0.1135,4.08,22
2025-06,2025 Q2,Abuja,Store,Home & Living,Payday Push,573,30689880,21329467,9360413,2271051,25,34,167,247,15,17.9,0.0731,4.29,22
2025-06,2025 Q2,Abuja,Store,Beauty,Payday Push,442,12974910,7940645,5034265,960143,12,26,128,192,9,17.7,0.0513,4.41,22
2025-06,2025 Q2,Abuja,Store,Fashion,Payday Push,657,23008140,15369438,7638702,1702602,63,39,197,277,25,18.1,0.0866,4.05,22
2025-06,2025 Q2,Abuja,Store,Grocery,Payday Push,800,15244000,12469592,2774408,1128056,17,48,229,350,16,17.8,0.0622,4.41,22
2025-06,2025 Q2,Abuja,Store,Business Supplies,Payday Push,490,32300800,23450381,8850419,2390259,17,29,142,212,11,18.0,0.0773,4.32,22
2025-06,2025 Q2,Abuja,Web,Electronics,Payday Push,641,56779780,43436532,13343248,4201704,45,56,227,228,23,18.4,0.1135,4.06,22
2025-06,2025 Q2,Abuja,Web,Home & Living,Payday Push,513,27476280,19096015,8380265,2033245,23,37,179,185,15,17.9,0.0731,4.27,22
2025-06,2025 Q2,Abuja,Web,Beauty,Payday Push,395,11595225,7096278,4498947,858047,11,29,137,144,10,17.7,0.0513,4.39,22
2025-06,2025 Q2,Abuja,Web,Fashion,Payday Push,588,20591760,13755296,6836464,1523790,56,43,211,206,25,18.1,0.0866,4.03,22
2025-06,2025 Q2,Abuja,Web,Grocery,Payday Push,716,13643380,11160285,2483095,1009610,15,52,248,261,17,17.8,0.0622,4.39,22
2025-06,2025 Q2,Abuja,Web,Business Supplies,Payday Push,438,28872960,20961769,7911191,2136599,15,32,153,158,12,18.0,0.0773,4.30,22
2025-06,2025 Q2,Abuja,Marketplace,Electronics,Payday Push,515,45618700,35263255,10355445,3375784,40,49,202,159,20,18.4,0.1135,4.01,27
2025-06,2025 Q2,Abuja,Marketplace,Home & Living,Payday Push,412,22066720,15512904,6553816,1632937,20,34,160,129,13,17.9,0.0731,4.24,27
2025-06,2025 Q2,Abuja,Marketplace,Beauty,Payday Push,318,9334890,5787632,3547258,690782,9,26,123,100,8,17.7,0.0513,4.36,27
2025-06,2025 Q2,Abuja,Marketplace,Fashion,Payday Push,472,16529440,11173901,5355539,1223179,49,39,187,143,22,18.1,0.0866,3.98,27
2025-06,2025 Q2,Abuja,Marketplace,Grocery,Payday Push,576,10975680,9065912,1909768,812200,13,47,222,183,15,17.8,0.0622,4.37,27
2025-06,2025 Q2,Abuja,Marketplace,Business Supplies,Payday Push,352,23203840,17031619,6172221,1717084,13,29,136,111,10,18.0,0.0773,4.28,27
2025-06,2025 Q2,Abuja,Partner,Electronics,Payday Push,427,37823660,28935100,8888560,2798951,30,34,138,168,14,18.4,0.1135,4.07,22
2025-06,2025 Q2,Abuja,Partner,Home & Living,Payday Push,342,18317520,12730676,5586844,1355496,15,22,109,136,9,17.9,0.0731,4.28,22
2025-06,2025 Q2,Abuja,Partner,Beauty,Payday Push,263,7720365,4724863,2995502,571307,7,17,83,106,6,17.7,0.0513,4.40,22
2025-06,2025 Q2,Abuja,Partner,Fashion,Payday Push,392,13727840,9170197,4557643,1015860,37,26,128,152,15,18.1,0.0866,4.04,22
2025-06,2025 Q2,Abuja,Partner,Grocery,Payday Push,477,9089235,7434994,1654241,672603,10,31,149,193,10,17.8,0.0622,4.40,22
2025-06,2025 Q2,Abuja,Partner,Business Supplies,Payday Push,292,19248640,13974513,5274127,1424399,10,19,92,117,7,18.0,0.0773,4.31,22
2025-06,2025 Q2,Port Harcourt,Store,Electronics,Payday Push,571,50579180,38693073,11886107,3742859,40,42,168,244,18,20.3,0.1341,4.03,27
2025-06,2025 Q2,Port Harcourt,Store,Home & Living,Payday Push,456,24423360,16974235,7449125,1807329,20,27,133,197,12,19.8,0.0864,4.26,27
2025-06,2025 Q2,Port Harcourt,Store,Beauty,Payday Push,352,10332960,6323772,4009188,764639,9,21,101,153,7,19.5,0.0606,4.39,27
2025-06,2025 Q2,Port Harcourt,Store,Fashion,Payday Push,523,18315460,12234727,6080733,1355344,50,31,157,220,20,19.9,0.1023,4.02,27
2025-06,2025 Q2,Port Harcourt,Store,Grocery,Payday Push,637,12138035,9928913,2209122,898215,14,38,183,278,13,19.6,0.0735,4.38,27
2025-06,2025 Q2,Port Harcourt,Store,Business Supplies,Payday Push,390,25708800,18664589,7044211,1902451,13,23,113,169,9,19.8,0.0914,4.29,27
2025-06,2025 Q2,Port Harcourt,Web,Electronics,Payday Push,510,45175800,34559487,10616313,3343009,36,44,181,181,18,20.3,0.1341,4.01,27
2025-06,2025 Q2,Port Harcourt,Web,Home & Living,Payday Push,408,21852480,15187474,6665006,1617084,18,30,143,147,12,19.8,0.0864,4.24,27
2025-06,2025 Q2,Port Harcourt,Web,Beauty,Payday Push,315,9246825,5659057,3587768,684265,8,23,110,114,7,19.5,0.0606,4.37,27
2025-06,2025 Q2,Port Harcourt,Web,Fashion,Payday Push,468,16389360,10948092,5441268,1212813,44,34,168,164,19,19.9,0.1023,4.00,27
2025-06,2025 Q2,Port Harcourt,Web,Grocery,Payday Push,570,10861350,8884584,1976766,803740,12,42,197,208,13,19.6,0.0735,4.36,27
2025-06,2025 Q2,Port Harcourt,Web,Business Supplies,Payday Push,349,23006080,16702414,6303666,1702450,12,25,122,126,9,19.8,0.0914,4.27,27
2025-06,2025 Q2,Port Harcourt,Marketplace,Electronics,Payday Push,410,36317800,28073659,8244141,2687517,32,39,161,126,16,20.3,0.1341,3.97,32
2025-06,2025 Q2,Port Harcourt,Marketplace,Home & Living,Payday Push,328,17567680,12350079,5217601,1300008,16,27,128,102,10,19.8,0.0864,4.21,32
2025-06,2025 Q2,Port Harcourt,Marketplace,Beauty,Payday Push,253,7426815,4604625,2822190,549584,7,20,97,80,7,19.5,0.0606,4.34,32
2025-06,2025 Q2,Port Harcourt,Marketplace,Fashion,Payday Push,376,13167520,8901244,4266276,974396,39,31,149,114,17,19.9,0.1023,3.95,32
2025-06,2025 Q2,Port Harcourt,Marketplace,Grocery,Payday Push,458,8727190,7208659,1518531,645812,11,38,176,146,12,19.6,0.0735,4.34,32
2025-06,2025 Q2,Port Harcourt,Marketplace,Business Supplies,Payday Push,280,18457600,13547878,4909722,1365862,10,23,108,88,8,19.8,0.0914,4.24,32
2025-06,2025 Q2,Port Harcourt,Partner,Electronics,Payday Push,340,30117200,23039658,7077542,2228673,24,27,109,134,11,20.3,0.1341,4.02,27
2025-06,2025 Q2,Port Harcourt,Partner,Home & Living,Payday Push,272,14568320,10124982,4443338,1078056,12,18,87,108,7,19.8,0.0864,4.25,27
2025-06,2025 Q2,Port Harcourt,Partner,Beauty,Payday Push,210,6164550,3772705,2391845,456177,5,14,66,84,4,19.5,0.0606,4.38,27
2025-06,2025 Q2,Port Harcourt,Partner,Fashion,Payday Push,312,10926240,7298728,3627512,808542,29,20,102,121,12,19.9,0.1023,4.01,27
2025-06,2025 Q2,Port Harcourt,Partner,Grocery,Payday Push,380,7240900,5923056,1317844,535827,8,25,119,154,8,19.6,0.0735,4.37,27
2025-06,2025 Q2,Port Harcourt,Partner,Business Supplies,Payday Push,232,15293440,11103037,4190403,1131715,8,15,73,93,5,19.8,0.0914,4.28,27
2025-06,2025 Q2,Ibadan,Store,Electronics,Payday Push,478,42341240,32391049,9950191,3133252,33,35,141,204,15,19.1,0.1238,4.05,24
2025-06,2025 Q2,Ibadan,Store,Home & Living,Payday Push,382,20459920,14219644,6240276,1514034,17,22,111,165,10,18.7,0.0798,4.28,24
2025-06,2025 Q2,Ibadan,Store,Beauty,Payday Push,294,8630370,5281786,3348584,638647,8,17,85,127,6,18.4,0.0559,4.40,24
2025-06,2025 Q2,Ibadan,Store,Fashion,Payday Push,438,15338760,10246292,5092468,1135068,42,26,131,185,17,18.8,0.0944,4.03,24
2025-06,2025 Q2,Ibadan,Store,Grocery,Payday Push,533,10156315,8307866,1848449,751567,11,31,153,233,11,18.5,0.0678,4.40,24
2025-06,2025 Q2,Ibadan,Store,Business Supplies,Payday Push,326,21489920,15601682,5888238,1590254,11,19,95,141,7,18.7,0.0843,4.31,24
2025-06,2025 Q2,Ibadan,Web,Electronics,Payday Push,427,37823660,28935100,8888560,2798951,30,37,151,152,15,19.1,0.1238,4.03,24
2025-06,2025 Q2,Ibadan,Web,Home & Living,Payday Push,342,18317520,12730676,5586844,1355496,15,25,120,123,10,18.7,0.0798,4.26,24
2025-06,2025 Q2,Ibadan,Web,Beauty,Payday Push,263,7720365,4724863,2995502,571307,7,19,92,95,6,18.4,0.0559,4.38,24
2025-06,2025 Q2,Ibadan,Web,Fashion,Payday Push,392,13727840,9170197,4557643,1015860,37,29,141,137,16,18.8,0.0944,4.02,24
2025-06,2025 Q2,Ibadan,Web,Grocery,Payday Push,477,9089235,7434994,1654241,672603,10,35,165,174,11,18.5,0.0678,4.38,24
2025-06,2025 Q2,Ibadan,Web,Business Supplies,Payday Push,292,19248640,13974513,5274127,1424399,10,21,102,105,8,18.7,0.0843,4.29,24
2025-06,2025 Q2,Ibadan,Marketplace,Electronics,Payday Push,343,30382940,23486013,6896927,2248338,26,33,135,105,13,19.1,0.1238,3.99,29
2025-06,2025 Q2,Ibadan,Marketplace,Home & Living,Payday Push,275,14729000,10354487,4374513,1089946,13,22,107,86,9,18.7,0.0798,4.23,29
2025-06,2025 Q2,Ibadan,Marketplace,Beauty,Payday Push,212,6223260,3858421,2364839,460521,6,17,82,67,5,18.4,0.0559,4.35,29
2025-06,2025 Q2,Ibadan,Marketplace,Fashion,Payday Push,315,11031300,7457159,3574141,816316,33,26,125,95,14,18.8,0.0944,3.96,29
2025-06,2025 Q2,Ibadan,Marketplace,Grocery,Payday Push,384,7317120,6043941,1273179,541467,9,31,148,122,10,18.5,0.0678,4.36,29
2025-06,2025 Q2,Ibadan,Marketplace,Business Supplies,Payday Push,235,15491200,11370541,4120659,1146349,9,19,91,74,7,18.7,0.0843,4.26,29
2025-06,2025 Q2,Ibadan,Partner,Electronics,Payday Push,285,25245300,19312654,5932646,1868152,20,23,92,112,9,19.1,0.1238,4.04,24
2025-06,2025 Q2,Ibadan,Partner,Home & Living,Payday Push,228,12211680,8487118,3724562,903664,10,15,72,91,6,18.7,0.0798,4.27,24
2025-06,2025 Q2,Ibadan,Partner,Beauty,Payday Push,175,5137125,3143920,1993204,380147,4,11,55,70,3,18.4,0.0559,4.39,24
2025-06,2025 Q2,Ibadan,Partner,Fashion,Payday Push,261,9140220,6105667,3034553,676376,25,17,85,101,10,18.8,0.0944,4.02,24
2025-06,2025 Q2,Ibadan,Partner,Grocery,Payday Push,318,6059490,4956663,1102827,448402,6,21,100,128,6,18.5,0.0678,4.39,24
2025-06,2025 Q2,Ibadan,Partner,Business Supplies,Payday Push,194,12788480,9284436,3504044,946348,6,12,61,78,4,18.7,0.0843,4.30,24
2025-06,2025 Q2,Kano,Store,Electronics,Payday Push,438,38798040,29680501,9117539,2871055,31,32,129,187,14,21.8,0.1521,3.99,30
2025-06,2025 Q2,Kano,Store,Home & Living,Payday Push,350,18746000,13028470,5717530,1387204,15,21,102,151,9,21.2,0.0980,4.24,30
2025-06,2025 Q2,Kano,Store,Beauty,Payday Push,270,7925850,4850620,3075230,586513,7,16,78,117,5,20.9,0.0687,4.37,30
2025-06,2025 Q2,Kano,Store,Fashion,Payday Push,401,14043020,9380737,4662283,1039183,38,24,120,169,15,21.4,0.1161,3.99,30
2025-06,2025 Q2,Kano,Store,Grocery,Payday Push,489,9317895,7622038,1695857,689524,10,29,141,213,10,21.1,0.0834,4.36,30
2025-06,2025 Q2,Kano,Store,Business Supplies,Payday Push,299,19710080,14309518,5400562,1458546,10,17,87,129,7,21.3,0.1037,4.26,30
2025-06,2025 Q2,Kano,Web,Electronics,Payday Push,392,34723360,26563370,8159990,2569529,27,34,139,139,14,21.8,0.1521,3.97,30
2025-06,2025 Q2,Kano,Web,Home & Living,Payday Push,313,16764280,11651175,5113105,1240557,14,23,110,112,9,21.2,0.0980,4.22,30
2025-06,2025 Q2,Kano,Web,Beauty,Payday Push,241,7074555,4329628,2744927,523517,6,17,84,87,6,20.9,0.0687,4.35,30
2025-06,2025 Q2,Kano,Web,Fashion,Payday Push,359,12572180,8398216,4173964,930341,34,26,129,125,15,21.4,0.1161,3.97,30
2025-06,2025 Q2,Kano,Web,Grocery,Payday Push,437,8327035,6811515,1515520,616201,9,32,151,160,10,21.1,0.0834,4.34,30
2025-06,2025 Q2,Kano,Web,Business Supplies,Payday Push,267,17600640,12778065,4822575,1302447,9,19,93,96,7,21.3,0.1037,4.24,30
2025-06,2025 Q2,Kano,Marketplace,Electronics,Payday Push,315,27902700,21568787,6333913,2064800,24,30,124,97,12,21.8,0.1521,3.93,36
2025-06,2025 Q2,Kano,Marketplace,Home & Living,Payday Push,252,13497120,9488475,4008645,998787,12,20,98,79,8,21.2,0.0980,4.19,36
2025-06,2025 Q2,Kano,Marketplace,Beauty,Payday Push,194,5694870,3530819,2164051,421420,5,16,75,61,5,20.9,0.0687,4.33,36
2025-06,2025 Q2,Kano,Marketplace,Fashion,Payday Push,288,10085760,6817974,3267786,746346,30,23,114,87,13,21.4,0.1161,3.92,36
2025-06,2025 Q2,Kano,Marketplace,Grocery,Payday Push,352,6707360,5540279,1167081,496345,8,29,135,112,9,21.1,0.0834,4.32,36
2025-06,2025 Q2,Kano,Marketplace,Business Supplies,Payday Push,215,14172800,10402835,3769965,1048787,8,17,83,68,6,21.3,0.1037,4.22,36
2025-06,2025 Q2,Kano,Partner,Electronics,Payday Push,261,23119380,17686326,5433054,1710834,18,21,84,103,8,21.8,0.1521,3.98,30
2025-06,2025 Q2,Kano,Partner,Home & Living,Payday Push,209,11194040,7779858,3414182,828359,9,14,67,83,5,21.2,0.0980,4.23,30
2025-06,2025 Q2,Kano,Partner,Beauty,Payday Push,161,4726155,2892407,1833748,349735,4,10,51,64,3,20.9,0.0687,4.36,30
2025-06,2025 Q2,Kano,Partner,Fashion,Payday Push,239,8369780,5591013,2778767,619364,22,16,78,93,9,21.4,0.1161,3.98,30
2025-06,2025 Q2,Kano,Partner,Grocery,Payday Push,291,5545005,4535814,1009191,410330,6,19,92,117,6,21.1,0.0834,4.35,30
2025-06,2025 Q2,Kano,Partner,Business Supplies,Payday Push,178,11733760,8518710,3215050,868298,6,11,56,71,4,21.3,0.1037,4.25,30
2025-07,2025 Q3,Lagos,Store,Electronics,Always On,863,76889848,58513174,18376674,4767171,61,63,251,373,28,17.5,0.1047,4.09,20
2025-07,2025 Q3,Lagos,Store,Home & Living,Always On,690,37171680,25685631,11486049,2304644,31,41,198,302,18,17.1,0.0675,4.30,20
2025-07,2025 Q3,Lagos,Store,Beauty,Always On,532,15707832,9550362,6157470,973886,14,31,151,234,11,16.9,0.0473,4.42,20
2025-07,2025 Q3,Lagos,Store,Fashion,Always On,791,27862184,18500490,9361694,1727455,75,47,233,338,30,17.2,0.0799,4.07,20
2025-07,2025 Q3,Lagos,Store,Grocery,Always On,963,18456858,15023882,3432976,1144325,21,57,272,426,20,17.0,0.0574,4.42,20
2025-07,2025 Q3,Lagos,Store,Business Supplies,SME Restock,631,41837824,30206909,11630915,3095999,22,37,180,277,15,17.1,0.0714,4.34,20
2025-07,2025 Q3,Lagos,Web,Electronics,Always On,772,68782112,52343187,16438925,4264491,54,67,270,279,27,17.5,0.1047,4.08,20
2025-07,2025 Q3,Lagos,Web,Home & Living,Always On,617,33239024,22968166,10270858,2060819,27,45,214,225,18,17.1,0.0675,4.28,20
2025-07,2025 Q3,Lagos,Web,Beauty,Always On,476,14054376,8545061,5509315,871371,13,35,164,175,12,16.9,0.0473,4.40,20
2025-07,2025 Q3,Lagos,Web,Fashion,Always On,707,24903368,16535836,8367532,1544009,67,52,250,252,29,17.2,0.0799,4.05,20
2025-07,2025 Q3,Lagos,Web,Grocery,Always On,862,16521092,13448169,3072923,1024308,18,63,295,319,20,17.0,0.0574,4.40,20
2025-07,2025 Q3,Lagos,Web,Business Supplies,SME Restock,564,37395456,26999519,10395937,2767264,19,41,194,207,15,17.1,0.0714,4.32,20
2025-07,2025 Q3,Lagos,Marketplace,Electronics,Always On,620,55239520,42479191,12760329,3424850,48,60,241,194,24,17.5,0.1047,4.03,24
2025-07,2025 Q3,Lagos,Marketplace,Home & Living,Always On,496,26720512,18677638,8042874,1656672,24,41,191,157,16,17.1,0.0675,4.25,24
2025-07,2025 Q3,Lagos,Marketplace,Beauty,Always On,382,11278932,6947822,4331110,699294,11,31,146,122,10,16.9,0.0473,4.37,24
2025-07,2025 Q3,Lagos,Marketplace,Fashion,Always On,569,20042456,13468530,6573926,1242632,60,47,224,175,26,17.2,0.0799,4.00,24
2025-07,2025 Q3,Lagos,Marketplace,Grocery,Always On,693,13282038,10917835,2364203,823486,16,57,264,224,18,17.0,0.0574,4.38,24
2025-07,2025 Q3,Lagos,Marketplace,Business Supplies,SME Restock,453,30035712,21926070,8109642,2222643,17,37,173,145,13,17.1,0.0714,4.29,24
2025-07,2025 Q3,Lagos,Partner,Electronics,Always On,514,45795344,34850257,10945087,2839311,36,41,164,205,17,17.5,0.1047,4.09,20
2025-07,2025 Q3,Lagos,Partner,Home & Living,Always On,411,22141392,15299702,6841690,1372766,18,27,129,166,11,17.1,0.0675,4.29,20
2025-07,2025 Q3,Lagos,Partner,Beauty,Always On,317,9359742,5690723,3669019,580304,8,21,99,129,7,16.9,0.0473,4.41,20
2025-07,2025 Q3,Lagos,Partner,Fashion,Always On,471,16590504,11016095,5574409,1028611,45,31,151,186,19,17.2,0.0799,4.06,20
2025-07,2025 Q3,Lagos,Partner,Grocery,Always On,574,11001284,8955045,2046239,682080,12,38,178,235,12,17.0,0.0574,4.41,20
2025-07,2025 Q3,Lagos,Partner,Business Supplies,SME Restock,376,24930304,17999679,6930625,1844842,13,25,117,153,9,17.1,0.0714,4.33,20
2025-07,2025 Q3,Abuja,Store,Electronics,Always On,656,58446976,44711937,13735039,3623713,46,48,191,283,21,18.3,0.1124,4.08,21
2025-07,2025 Q3,Abuja,Store,Home & Living,Always On,525,28282800,19656546,8626254,1753534,23,31,151,229,13,17.8,0.0724,4.29,21
2025-07,2025 Q3,Abuja,Store,Beauty,Always On,404,11928504,7300244,4628260,739567,11,24,115,178,8,17.6,0.0508,4.41,21
2025-07,2025 Q3,Abuja,Store,Fashion,Always On,601,21169624,14141309,7028315,1312517,57,36,178,256,23,18.0,0.0857,4.05,21
2025-07,2025 Q3,Abuja,Store,Grocery,Always On,733,14048678,11491819,2556859,871018,16,43,207,324,15,17.7,0.0616,4.41,21
2025-07,2025 Q3,Abuja,Store,Business Supplies,SME Restock,480,31825920,23105618,8720302,2355118,16,28,137,211,11,17.9,0.0766,4.32,21
2025-07,2025 Q3,Abuja,Web,Electronics,Always On,587,52299352,40009004,12290348,3242560,41,51,206,211,21,18.3,0.1124,4.06,21
2025-07,2025 Q3,Abuja,Web,Home & Living,Always On,469,25265968,17559848,7706120,1566490,21,34,162,171,13,17.8,0.0724,4.27,21
2025-07,2025 Q3,Abuja,Web,Beauty,Always On,362,10688412,6541308,4147104,662682,10,26,124,133,9,17.6,0.0508,4.39,21
2025-07,2025 Q3,Abuja,Web,Fashion,Always On,538,18950512,12658942,6291570,1174932,51,39,191,191,22,18.0,0.0857,4.03,21
2025-07,2025 Q3,Abuja,Web,Grocery,Always On,655,12553730,10268951,2284779,778331,14,48,224,242,15,17.7,0.0616,4.39,21
2025-07,2025 Q3,Abuja,Web,Business Supplies,SME Restock,429,28444416,20650646,7793770,2104887,15,31,148,157,11,17.9,0.0766,4.30,21
2025-07,2025 Q3,Abuja,Marketplace,Electronics,Always On,472,42053312,32507210,9546102,2607305,36,45,184,147,18,18.3,0.1124,4.02,26
2025-07,2025 Q3,Abuja,Marketplace,Home & Living,Always On,377,20309744,14277750,6031994,1259204,18,31,145,120,12,17.8,0.0724,4.24,26
2025-07,2025 Q3,Abuja,Marketplace,Beauty,Always On,291,8592066,5327081,3264985,532708,8,24,111,93,8,17.6,0.0508,4.37,26
2025-07,2025 Q3,Abuja,Marketplace,Fashion,Always On,432,15216768,10286535,4930233,943440,45,35,170,133,20,18.0,0.0857,3.98,26
2025-07,2025 Q3,Abuja,Marketplace,Grocery,Always On,527,10100482,8342998,1757484,626230,12,43,201,170,13,17.7,0.0616,4.37,26
2025-07,2025 Q3,Abuja,Marketplace,Business Supplies,SME Restock,345,22874880,16790162,6084718,1692741,13,28,132,110,10,17.9,0.0766,4.28,26
2025-07,2025 Q3,Abuja,Partner,Electronics,Always On,391,34836536,26649950,8186586,2159865,27,31,124,156,13,18.3,0.1124,4.07,21
2025-07,2025 Q3,Abuja,Partner,Home & Living,Always On,313,16861936,11719046,5142890,1045440,14,20,98,127,8,17.8,0.0724,4.28,21
2025-07,2025 Q3,Abuja,Partner,Beauty,Always On,241,7115766,4354849,2760917,441177,6,16,75,98,5,17.6,0.0508,4.40,21
2025-07,2025 Q3,Abuja,Partner,Fashion,Always On,358,12610192,8423608,4186584,781832,34,23,115,141,14,18.0,0.0857,4.04,21
2025-07,2025 Q3,Abuja,Partner,Grocery,Always On,437,8375542,6851193,1524349,519284,9,29,135,179,9,17.7,0.0616,4.40,21
2025-07,2025 Q3,Abuja,Partner,Business Supplies,SME Restock,286,18962944,13767097,5195847,1403258,10,19,89,116,7,17.9,0.0766,4.31,21
2025-07,2025 Q3,Port Harcourt,Store,Electronics,Always On,522,46508112,35578706,10929406,2883503,37,38,152,225,17,20.1,0.1328,4.03,25
2025-07,2025 Q3,Port Harcourt,Store,Home & Living,Always On,418,22518496,15650355,6868141,1396147,18,25,120,182,10,19.6,0.0856,4.26,25
2025-07,2025 Q3,Port Harcourt,Store,Beauty,Always On,322,9507372,5818512,3688860,589457,9,19,92,141,7,19.4,0.0600,4.39,25
2025-07,2025 Q3,Port Harcourt,Store,Fashion,Always On,479,16872296,11270694,5601602,1046082,45,28,142,204,18,19.8,0.1013,4.02,25
2025-07,2025 Q3,Port Harcourt,Store,Grocery,Always On,583,11173778,9140150,2033628,692774,12,34,165,257,11,19.5,0.0728,4.39,25
2025-07,2025 Q3,Port Harcourt,Store,Business Supplies,SME Restock,382,25328128,18388221,6939907,1874281,13,22,109,167,9,19.7,0.0905,4.29,25
2025-07,2025 Q3,Port Harcourt,Web,Electronics,Always On,467,41607832,31829991,9777841,2579686,33,41,164,168,16,20.1,0.1328,4.01,25
